pasture,year,group,species
61,2018,nonnfdiv,18
62,2012,nonnfdiv,5
62,2013,nonnfdiv,5
62,2014,nonnfdiv,10
62,2016,nonnfdiv,13
62,2017,nonnfdiv,12
62,2018,nonnfdiv,17
63,2012,nonnfdiv,6
63,2013,nonnfdiv,5
63,2014,nonnfdiv,10
63,2016,nonnfdiv,14
63,2017,nonnfdiv,15
63,2018,nonnfdiv,18
64,2012,nonnfdiv,6
64,2013,nonnfdiv,5
64,2014,nonnfdiv,8
64,2016,nonnfdiv,15
64,2017,nonnfdiv,14
64,2018,nonnfdiv,26
65,2012,nonnfdiv,4
65,2013,nonnfdiv,3
65,2014,nonnfdiv,6
65,2016,nonnfdiv,20
65,2017,nonnfdiv,12
65,2018,nonnfdiv,17
66,2012,nonnfdiv,6
66,2013,nonnfdiv,5
66,2014,nonnfdiv,10
66,2016,nonnfdiv,15
66,2017,nonnfdiv,14
66,2018,nonnfdiv,15
67,2012,nonnfdiv,6
67,2013,nonnfdiv,6
67,2014,nonnfdiv,8
67,2016,nonnfdiv,18
67,2017,nonnfdiv,14
67,2018,nonnfdiv,18
68,2012,nonnfdiv,6
68,2013,nonnfdiv,4
68,2014,nonnfdiv,14
68,2016,nonnfdiv,19
68,2017,nonnfdiv,21
68,2018,nonnfdiv,28
12a,2012,nonnfdiv,6
12a,2013,nonnfdiv,6
12a,2014,nonnfdiv,7
12a,2016,nonnfdiv,17
12a,2017,nonnfdiv,10
12a,2018,nonnfdiv,14
12b,2012,nonnfdiv,6
12b,2013,nonnfdiv,5
12b,2014,nonnfdiv,6
12b,2016,nonnfdiv,15
12b,2017,nonnfdiv,12
12b,2018,nonnfdiv,12
16a,2012,nonnfdiv,6
16a,2013,nonnfdiv,5
16a,2014,nonnfdiv,4
16a,2016,nonnfdiv,13
16a,2017,nonnfdiv,10
16a,2018,nonnfdiv,10
16b,2012,nonnfdiv,7
16b,2013,nonnfdiv,4
16b,2014,nonnfdiv,9
16b,2016,nonnfdiv,16
16b,2017,nonnfdiv,14
16b,2018,nonnfdiv,13
2a,2012,nonnfdiv,6
2a,2013,nonnfdiv,3
2a,2014,nonnfdiv,6
2a,2016,nonnfdiv,12
2a,2017,nonnfdiv,18
2a,2018,nonnfdiv,13
2b,2012,nonnfdiv,3
2b,2013,nonnfdiv,5
2b,2014,nonnfdiv,4
2b,2017,nonnfdiv,4
2b,2018,nonnfdiv,8
30a,2012,nonnfdiv,7
30a,2013,nonnfdiv,5
30a,2014,nonnfdiv,10
30a,2016,nonnfdiv,17
30a,2017,nonnfdiv,17
30a,2018,nonnfdiv,17
30b,2012,nonnfdiv,6
30b,2013,nonnfdiv,5
30b,2014,nonnfdiv,8
30b,2016,nonnfdiv,12
30b,2017,nonnfdiv,9
30b,2018,nonnfdiv,12
37a,2012,nonnfdiv,6
37a,2013,nonnfdiv,7
37a,2014,nonnfdiv,6
37a,2016,nonnfdiv,11
37a,2017,nonnfdiv,14
37a,2018,nonnfdiv,14
37b,2012,nonnfdiv,6
37b,2013,nonnfdiv,4
37b,2014,nonnfdiv,5
37b,2016,nonnfdiv,9
37b,2017,nonnfdiv,11
37b,2018,nonnfdiv,12
38a,2012,nonnfdiv,5
38a,2013,nonnfdiv,6
38a,2014,nonnfdiv,11
38a,2016,nonnfdiv,15
38a,2017,nonnfdiv,23
38a,2018,nonnfdiv,17
38b,2012,nonnfdiv,3
38b,2013,nonnfdiv,2
38b,2017,nonnfdiv,6
38b,2018,nonnfdiv,4
39a,2012,nonnfdiv,6
39a,2013,nonnfdiv,5
39a,2014,nonnfdiv,10
39a,2016,nonnfdiv,10
39a,2017,nonnfdiv,7
39a,2018,nonnfdiv,16
39b,2012,nonnfdiv,5
39b,2013,nonnfdiv,6
39b,2014,nonnfdiv,7
39b,2016,nonnfdiv,3
39b,2017,nonnfdiv,14
39b,2018,nonnfdiv,18
58a,2012,nonnfdiv,6
58a,2013,nonnfdiv,6
58a,2014,nonnfdiv,9
58a,2016,nonnfdiv,15
58a,2017,nonnfdiv,10
58a,2018,nonnfdiv,15
58b,2012,nonnfdiv,6
58b,2013,nonnfdiv,5
58b,2014,nonnfdiv,7
58b,2017,nonnfdiv,8
58b,2018,nonnfdiv,12
6a,2012,nonnfdiv,5
6a,2013,nonnfdiv,6
6a,2014,nonnfdiv,3
6a,2016,nonnfdiv,12
6a,2017,nonnfdiv,17
6a,2018,nonnfdiv,8
6b,2012,nonnfdiv,4
6b,2013,nonnfdiv,3
6b,2014,nonnfdiv,3
6b,2016,nonnfdiv,13
6b,2017,nonnfdiv,17
6b,2018,nonnfdiv,12
1,2012,shrubdiv,3
1,2013,shrubdiv,3
1,2014,shrubdiv,4
1,2017,shrubdiv,5
1,2018,shrubdiv,3
3,2012,shrubdiv,3
3,2013,shrubdiv,2
3,2014,shrubdiv,3
3,2016,shrubdiv,5
3,2017,shrubdiv,7
3,2018,shrubdiv,5
4,2012,shrubdiv,3
4,2013,shrubdiv,2
4,2014,shrubdiv,3
4,2016,shrubdiv,3
4,2017,shrubdiv,3
4,2018,shrubdiv,3
5,2012,shrubdiv,4
5,2013,shrubdiv,4
5,2014,shrubdiv,5
5,2016,shrubdiv,3
5,2017,shrubdiv,7
5,2018,shrubdiv,8
7,2012,shrubdiv,3
7,2013,shrubdiv,3
7,2014,shrubdiv,3
7,2016,shrubdiv,3
7,2017,shrubdiv,6
7,2018,shrubdiv,5
8,2012,shrubdiv,3
8,2013,shrubdiv,3
8,2014,shrubdiv,3
8,2016,shrubdiv,6
8,2017,shrubdiv,4
8,2018,shrubdiv,4
9,2012,shrubdiv,3
9,2013,shrubdiv,4
9,2014,shrubdiv,2
9,2016,shrubdiv,5
9,2017,shrubdiv,4
9,2018,shrubdiv,3
10,2012,shrubdiv,3
10,2013,shrubdiv,3
10,2014,shrubdiv,0
10,2016,shrubdiv,4
10,2017,shrubdiv,5
10,2018,shrubdiv,5
11,2012,shrubdiv,3
11,2013,shrubdiv,3
11,2014,shrubdiv,2
11,2016,shrubdiv,4
11,2017,shrubdiv,4
11,2018,shrubdiv,4
14,2012,shrubdiv,4
14,2013,shrubdiv,4
14,2014,shrubdiv,4
14,2016,shrubdiv,4
14,2017,shrubdiv,5
14,2018,shrubdiv,5
15,2012,shrubdiv,4
15,2013,shrubdiv,4
15,2014,shrubdiv,7
15,2016,shrubdiv,3
15,2017,shrubdiv,6
15,2018,shrubdiv,5
17,2012,shrubdiv,4
17,2013,shrubdiv,3
17,2014,shrubdiv,4
17,2016,shrubdiv,4
17,2017,shrubdiv,4
17,2018,shrubdiv,3
18,2012,shrubdiv,3
18,2013,shrubdiv,3
18,2014,shrubdiv,2
18,2016,shrubdiv,3
18,2017,shrubdiv,3
18,2018,shrubdiv,3
19,2012,shrubdiv,3
19,2013,shrubdiv,2
19,2014,shrubdiv,3
19,2016,shrubdiv,3
19,2017,shrubdiv,3
19,2018,shrubdiv,3
20,2012,shrubdiv,5
20,2013,shrubdiv,4
20,2014,shrubdiv,5
20,2016,shrubdiv,8
20,2017,shrubdiv,8
20,2018,shrubdiv,9
21,2012,shrubdiv,3
21,2013,shrubdiv,3
21,2014,shrubdiv,7
21,2016,shrubdiv,4
21,2017,shrubdiv,5
21,2018,shrubdiv,8
22,2012,shrubdiv,3
22,2013,shrubdiv,3
22,2014,shrubdiv,4
22,2016,shrubdiv,4
22,2017,shrubdiv,3
22,2018,shrubdiv,6
23,2012,shrubdiv,2
23,2013,shrubdiv,2
23,2014,shrubdiv,3
23,2016,shrubdiv,1
23,2017,shrubdiv,3
23,2018,shrubdiv,2
24,2013,shrubdiv,4
24,2014,shrubdiv,9
24,2016,shrubdiv,2
24,2017,shrubdiv,5
24,2018,shrubdiv,4
25,2012,shrubdiv,5
25,2013,shrubdiv,3
25,2014,shrubdiv,4
25,2016,shrubdiv,5
25,2017,shrubdiv,4
25,2018,shrubdiv,5
26,2012,shrubdiv,6
26,2013,shrubdiv,5
26,2014,shrubdiv,8
26,2016,shrubdiv,5
26,2017,shrubdiv,5
26,2018,shrubdiv,8
27,2012,shrubdiv,3
27,2013,shrubdiv,3
27,2014,shrubdiv,5
27,2016,shrubdiv,4
27,2017,shrubdiv,3
27,2018,shrubdiv,7
28,2012,shrubdiv,6
28,2013,shrubdiv,4
28,2014,shrubdiv,7
28,2016,shrubdiv,5
28,2017,shrubdiv,10
28,2018,shrubdiv,6
29,2012,shrubdiv,4
29,2013,shrubdiv,3
29,2014,shrubdiv,4
29,2016,shrubdiv,3
29,2017,shrubdiv,3
29,2018,shrubdiv,6
31,2012,shrubdiv,6
31,2013,shrubdiv,3
31,2014,shrubdiv,7
31,2016,shrubdiv,8
31,2017,shrubdiv,4
31,2018,shrubdiv,6
32,2012,shrubdiv,7
32,2013,shrubdiv,5
32,2014,shrubdiv,6
32,2016,shrubdiv,6
32,2017,shrubdiv,5
32,2018,shrubdiv,8
33,2012,shrubdiv,6
33,2013,shrubdiv,3
33,2014,shrubdiv,7
33,2016,shrubdiv,5
33,2017,shrubdiv,5
33,2018,shrubdiv,6
34,2012,shrubdiv,9
34,2013,shrubdiv,3
34,2014,shrubdiv,9
34,2016,shrubdiv,6
34,2017,shrubdiv,7
34,2018,shrubdiv,9
35,2012,shrubdiv,4
35,2013,shrubdiv,3
35,2014,shrubdiv,7
35,2016,shrubdiv,5
35,2017,shrubdiv,3
35,2018,shrubdiv,5
36,2012,shrubdiv,5
36,2013,shrubdiv,4
36,2014,shrubdiv,3
36,2016,shrubdiv,4
36,2017,shrubdiv,3
36,2018,shrubdiv,5
40,2012,shrubdiv,5
40,2013,shrubdiv,4
40,2014,shrubdiv,10
40,2016,shrubdiv,7
40,2017,shrubdiv,9
40,2018,shrubdiv,6
41,2012,shrubdiv,4
41,2013,shrubdiv,4
41,2014,shrubdiv,8
41,2016,shrubdiv,8
41,2017,shrubdiv,7
41,2018,shrubdiv,6
42,2012,shrubdiv,4
42,2013,shrubdiv,3
42,2014,shrubdiv,6
42,2016,shrubdiv,4
42,2017,shrubdiv,53
42,2018,shrubdiv,8
43,2012,shrubdiv,6
43,2013,shrubdiv,3
43,2014,shrubdiv,3
43,2016,shrubdiv,8
43,2017,shrubdiv,6
43,2018,shrubdiv,6
44,2012,shrubdiv,3
44,2013,shrubdiv,3
44,2014,shrubdiv,3
44,2016,shrubdiv,3
44,2017,shrubdiv,5
44,2018,shrubdiv,6
45,2012,shrubdiv,4
45,2013,shrubdiv,4
45,2014,shrubdiv,5
45,2016,shrubdiv,6
45,2017,shrubdiv,7
45,2018,shrubdiv,9
46,2012,shrubdiv,3
46,2013,shrubdiv,3
46,2014,shrubdiv,5
46,2016,shrubdiv,3
46,2017,shrubdiv,4
46,2018,shrubdiv,4
47,2012,shrubdiv,3
47,2013,shrubdiv,2
47,2014,shrubdiv,3
47,2016,shrubdiv,3
47,2017,shrubdiv,3
47,2018,shrubdiv,3
48,2012,shrubdiv,2
48,2013,shrubdiv,2
48,2014,shrubdiv,8
48,2016,shrubdiv,5
48,2017,shrubdiv,3
48,2018,shrubdiv,3
49,2012,shrubdiv,6
49,2013,shrubdiv,4
49,2014,shrubdiv,5
49,2016,shrubdiv,8
49,2017,shrubdiv,5
49,2018,shrubdiv,6
50,2012,shrubdiv,3
50,2013,shrubdiv,2
50,2014,shrubdiv,6
50,2016,shrubdiv,4
50,2017,shrubdiv,4
50,2018,shrubdiv,5
51,2012,shrubdiv,4
51,2013,shrubdiv,3
51,2014,shrubdiv,3
51,2016,shrubdiv,5
51,2017,shrubdiv,7
51,2018,shrubdiv,5
52,2012,shrubdiv,5
52,2013,shrubdiv,4
52,2014,shrubdiv,7
52,2016,shrubdiv,2
52,2017,shrubdiv,6
52,2018,shrubdiv,9
53,2012,shrubdiv,3
53,2013,shrubdiv,2
53,2014,shrubdiv,5
53,2016,shrubdiv,1
53,2017,shrubdiv,4
53,2018,shrubdiv,7
55,2012,shrubdiv,3
55,2013,shrubdiv,1
55,2014,shrubdiv,3
55,2016,shrubdiv,2
55,2017,shrubdiv,1
55,2018,shrubdiv,1
56,2012,shrubdiv,4
56,2013,shrubdiv,3
56,2014,shrubdiv,4
56,2016,shrubdiv,1
56,2017,shrubdiv,4
56,2018,shrubdiv,5
57,2012,shrubdiv,5
57,2013,shrubdiv,3
57,2014,shrubdiv,3
57,2016,shrubdiv,3
57,2017,shrubdiv,6
57,2018,shrubdiv,11
59,2012,shrubdiv,5
59,2013,shrubdiv,3
59,2014,shrubdiv,7
59,2016,shrubdiv,5
59,2017,shrubdiv,5
59,2018,shrubdiv,8
60,2012,shrubdiv,5
60,2013,shrubdiv,2
60,2014,shrubdiv,4
60,2016,shrubdiv,3
60,2017,shrubdiv,5
60,2018,shrubdiv,7
61,2012,shrubdiv,3
61,2013,shrubdiv,3
61,2014,shrubdiv,3
61,2016,shrubdiv,3
61,2017,shrubdiv,6
61,2018,shrubdiv,5
62,2012,shrubdiv,3
62,2013,shrubdiv,4
62,2014,shrubdiv,3
62,2016,shrubdiv,5
62,2017,shrubdiv,4
62,2018,shrubdiv,3
63,2012,shrubdiv,2
63,2013,shrubdiv,2
63,2014,shrubdiv,9
63,2016,shrubdiv,3
63,2017,shrubdiv,4
63,2018,shrubdiv,3
64,2012,shrubdiv,4
64,2013,shrubdiv,3
64,2014,shrubdiv,6
64,2016,shrubdiv,6
64,2017,shrubdiv,6
64,2018,shrubdiv,11
65,2012,shrubdiv,5
65,2013,shrubdiv,4
65,2014,shrubdiv,8
65,2016,shrubdiv,4
65,2017,shrubdiv,6
65,2018,shrubdiv,5
66,2012,shrubdiv,5
66,2013,shrubdiv,4
66,2014,shrubdiv,8
66,2016,shrubdiv,8
66,2017,shrubdiv,10
66,2018,shrubdiv,10
67,2012,shrubdiv,3
67,2013,shrubdiv,2
67,2014,shrubdiv,4
67,2016,shrubdiv,4
67,2017,shrubdiv,4
67,2018,shrubdiv,7
68,2012,shrubdiv,3
68,2013,shrubdiv,3
68,2014,shrubdiv,13
68,2016,shrubdiv,14
68,2017,shrubdiv,9
68,2018,shrubdiv,15
12a,2012,shrubdiv,6
12a,2013,shrubdiv,4
12a,2014,shrubdiv,4
12a,2016,shrubdiv,5
12a,2017,shrubdiv,4
12a,2018,shrubdiv,4
12b,2012,shrubdiv,5
12b,2013,shrubdiv,4
12b,2014,shrubdiv,3
12b,2016,shrubdiv,6
12b,2017,shrubdiv,5
12b,2018,shrubdiv,8
16a,2012,shrubdiv,5
16a,2013,shrubdiv,4
16a,2014,shrubdiv,3
16a,2016,shrubdiv,8
16a,2017,shrubdiv,4
16a,2018,shrubdiv,4
16b,2012,shrubdiv,3
16b,2013,shrubdiv,2
16b,2014,shrubdiv,3
16b,2016,shrubdiv,4
16b,2017,shrubdiv,3
16b,2018,shrubdiv,4
2a,2012,shrubdiv,5
2a,2013,shrubdiv,4
2a,2014,shrubdiv,3
2a,2016,shrubdiv,4
2a,2017,shrubdiv,5
2a,2018,shrubdiv,6
2b,2012,shrubdiv,4
2b,2013,shrubdiv,3
2b,2014,shrubdiv,2
2b,2017,shrubdiv,3
2b,2018,shrubdiv,2
30a,2012,shrubdiv,4
30a,2013,shrubdiv,3
30a,2014,shrubdiv,4
30a,2016,shrubdiv,7
30a,2017,shrubdiv,5
30a,2018,shrubdiv,5
30b,2012,shrubdiv,6
30b,2013,shrubdiv,4
30b,2014,shrubdiv,8
30b,2016,shrubdiv,5
30b,2017,shrubdiv,7
30b,2018,shrubdiv,8
37a,2012,shrubdiv,4
37a,2013,shrubdiv,4
37a,2014,shrubdiv,3
37a,2016,shrubdiv,4
37a,2017,shrubdiv,3
37a,2018,shrubdiv,4
37b,2012,shrubdiv,2
37b,2013,shrubdiv,0
37b,2014,shrubdiv,0
37b,2016,shrubdiv,3
37b,2017,shrubdiv,3
37b,2018,shrubdiv,0
38a,2012,shrubdiv,3
38a,2013,shrubdiv,3
38a,2014,shrubdiv,3
38a,2016,shrubdiv,4
38a,2017,shrubdiv,6
38a,2018,shrubdiv,6
38b,2012,shrubdiv,2
38b,2013,shrubdiv,1
38b,2017,shrubdiv,0
38b,2018,shrubdiv,0
39a,2012,shrubdiv,4
39a,2013,shrubdiv,3
39a,2014,shrubdiv,6
39a,2016,shrubdiv,2
39a,2017,shrubdiv,4
39a,2018,shrubdiv,4
39b,2012,shrubdiv,5
39b,2013,shrubdiv,4
39b,2014,shrubdiv,7
39b,2016,shrubdiv,9
39b,2017,shrubdiv,7
39b,2018,shrubdiv,7
58a,2012,shrubdiv,6
58a,2013,shrubdiv,3
58a,2014,shrubdiv,10
58a,2016,shrubdiv,4
58a,2017,shrubdiv,11
58a,2018,shrubdiv,7
58b,2012,shrubdiv,3
58b,2013,shrubdiv,2
58b,2014,shrubdiv,2
58b,2017,shrubdiv,0
58b,2018,shrubdiv,1
6a,2012,shrubdiv,4
6a,2013,shrubdiv,3
6a,2014,shrubdiv,2
6a,2016,shrubdiv,3
6a,2017,shrubdiv,3
6a,2018,shrubdiv,3
6b,2012,shrubdiv,3
6b,2013,shrubdiv,4
6b,2014,shrubdiv,4
6b,2016,shrubdiv,4
6b,2017,shrubdiv,7
6b,2018,shrubdiv,6
1,2012,treediv,4
1,2013,treediv,2
1,2014,treediv,1
1,2017,treediv,5
1,2018,treediv,4
3,2012,treediv,1
3,2013,treediv,3
3,2014,treediv,4
3,2016,treediv,4
3,2017,treediv,4
3,2018,treediv,4
4,2012,treediv,1
4,2013,treediv,0
4,2014,treediv,3
4,2016,treediv,0
4,2017,treediv,0
4,2018,treediv,0
5,2012,treediv,2
5,2013,treediv,2
5,2014,treediv,3
5,2016,treediv,4
5,2017,treediv,3
5,2018,treediv,4
7,2012,treediv,1
7,2013,treediv,1
7,2014,treediv,0
7,2016,treediv,1
7,2017,treediv,3
7,2018,treediv,3
8,2012,treediv,1
8,2013,treediv,1
8,2014,treediv,1
8,2016,treediv,4
8,2017,treediv,3
8,2018,treediv,3
9,2012,treediv,1
9,2013,treediv,4
9,2014,treediv,0
9,2016,treediv,2
9,2017,treediv,3
9,2018,treediv,3
10,2012,treediv,2
10,2013,treediv,1
10,2014,treediv,2
10,2016,treediv,3
10,2017,treediv,4
10,2018,treediv,3
11,2012,treediv,1
11,2013,treediv,1
11,2014,treediv,2
11,2016,treediv,0
11,2017,treediv,1
11,2018,treediv,1
14,2012,treediv,4
14,2013,treediv,0
14,2014,treediv,5
14,2016,treediv,3
14,2017,treediv,3
14,2018,treediv,4
15,2012,treediv,0
15,2013,treediv,1
15,2014,treediv,1
15,2016,treediv,2
15,2017,treediv,2
15,2018,treediv,2
17,2012,treediv,3
17,2013,treediv,1
17,2014,treediv,3
17,2016,treediv,1
17,2017,treediv,2
17,2018,treediv,1
18,2012,treediv,2
18,2013,treediv,1
18,2014,treediv,3
18,2016,treediv,1
18,2017,treediv,2
18,2018,treediv,2
19,2012,treediv,1
19,2013,treediv,1
19,2014,treediv,0
19,2016,treediv,0
19,2017,treediv,1
19,2018,treediv,4
20,2012,treediv,1
20,2013,treediv,2
20,2014,treediv,3
20,2016,treediv,3
20,2017,treediv,3
20,2018,treediv,3
21,2012,treediv,2
21,2013,treediv,2
21,2014,treediv,3
21,2016,treediv,3
21,2017,treediv,2
21,2018,treediv,2
22,2012,treediv,2
22,2013,treediv,1
22,2014,treediv,3
22,2016,treediv,3
22,2017,treediv,3
22,2018,treediv,3
23,2012,treediv,0
23,2013,treediv,1
23,2014,treediv,1
23,2016,treediv,1
23,2017,treediv,1
23,2018,treediv,2
24,2013,treediv,0
24,2014,treediv,0
24,2016,treediv,0
24,2017,treediv,0
24,2018,treediv,0
25,2012,treediv,3
25,2013,treediv,1
25,2014,treediv,1
25,2016,treediv,5
25,2017,treediv,1
25,2018,treediv,2
26,2012,treediv,0
26,2013,treediv,0
26,2014,treediv,2
26,2016,treediv,2
26,2017,treediv,1
26,2018,treediv,2
27,2012,treediv,2
27,2013,treediv,2
27,2014,treediv,3
27,2016,treediv,2
27,2017,treediv,3
27,2018,treediv,3
28,2012,treediv,1
28,2013,treediv,1
28,2014,treediv,1
28,2016,treediv,1
28,2017,treediv,1
28,2018,treediv,1
29,2012,treediv,0
29,2013,treediv,2
29,2014,treediv,1
29,2016,treediv,1
29,2017,treediv,1
29,2018,treediv,2
31,2012,treediv,2
31,2013,treediv,2
31,2014,treediv,2
31,2016,treediv,1
31,2017,treediv,1
31,2018,treediv,1
32,2012,treediv,3
32,2013,treediv,2
32,2014,treediv,2
32,2016,treediv,2
32,2017,treediv,3
32,2018,treediv,2
33,2012,treediv,3
33,2013,treediv,1
33,2014,treediv,3
33,2016,treediv,2
33,2017,treediv,3
33,2018,treediv,3
34,2012,treediv,2
34,2013,treediv,2
34,2014,treediv,2
34,2016,treediv,2
34,2017,treediv,3
34,2018,treediv,3
35,2012,treediv,1
35,2013,treediv,1
35,2014,treediv,3
35,2016,treediv,3
35,2017,treediv,3
35,2018,treediv,3
36,2012,treediv,2
36,2013,treediv,2
36,2014,treediv,2
36,2016,treediv,2
36,2017,treediv,2
36,2018,treediv,2
40,2012,treediv,5
40,2013,treediv,3
40,2014,treediv,6
40,2016,treediv,6
40,2017,treediv,6
40,2018,treediv,6
41,2012,treediv,2
41,2013,treediv,2
41,2014,treediv,2
41,2016,treediv,3
41,2017,treediv,4
41,2018,treediv,3
42,2012,treediv,1
42,2013,treediv,1
42,2014,treediv,1
42,2016,treediv,2
42,2017,treediv,2
42,2018,treediv,1
43,2012,treediv,0
43,2013,treediv,1
43,2014,treediv,1
43,2016,treediv,1
43,2017,treediv,2
43,2018,treediv,2
44,2012,treediv,0
44,2013,treediv,1
44,2014,treediv,1
44,2016,treediv,1
44,2017,treediv,2
44,2018,treediv,1
45,2012,treediv,2
45,2013,treediv,0
45,2014,treediv,1
45,2016,treediv,0
45,2017,treediv,1
45,2018,treediv,3
46,2012,treediv,0
46,2013,treediv,0
46,2014,treediv,1
46,2016,treediv,0
46,2017,treediv,1
46,2018,treediv,3
47,2012,treediv,0
47,2013,treediv,1
47,2014,treediv,1
47,2016,treediv,2
47,2017,treediv,1
47,2018,treediv,1
48,2012,treediv,0
48,2013,treediv,0
48,2014,treediv,0
48,2016,treediv,0
48,2017,treediv,0
48,2018,treediv,0
49,2012,treediv,1
49,2013,treediv,2
49,2014,treediv,1
49,2016,treediv,1
49,2017,treediv,1
49,2018,treediv,1
50,2012,treediv,0
50,2013,treediv,0
50,2014,treediv,1
50,2016,treediv,0
50,2017,treediv,1
50,2018,treediv,0
51,2012,treediv,0
51,2013,treediv,0
51,2014,treediv,0
51,2016,treediv,3
51,2017,treediv,2
51,2018,treediv,2
52,2012,treediv,1
52,2013,treediv,0
52,2014,treediv,3
52,2016,treediv,0
52,2017,treediv,2
52,2018,treediv,3
53,2012,treediv,0
53,2013,treediv,0
53,2014,treediv,1
53,2016,treediv,0
53,2017,treediv,1
53,2018,treediv,2
55,2012,treediv,0
55,2013,treediv,0
55,2014,treediv,1
55,2016,treediv,0
55,2017,treediv,0
55,2018,treediv,0
56,2012,treediv,1
56,2013,treediv,1
56,2014,treediv,2
56,2016,treediv,2
56,2017,treediv,2
56,2018,treediv,2
57,2012,treediv,0
57,2013,treediv,1
57,2014,treediv,0
57,2016,treediv,1
57,2017,treediv,0
57,2018,treediv,0
59,2012,treediv,1
59,2013,treediv,1
59,2014,treediv,2
59,2016,treediv,2
59,2017,treediv,3
59,2018,treediv,3
60,2012,treediv,1
60,2013,treediv,0
60,2014,treediv,3
60,2016,treediv,2
60,2017,treediv,4
60,2018,treediv,3
61,2012,treediv,2
61,2013,treediv,1
61,2014,treediv,2
61,2016,treediv,0
61,2017,treediv,1
61,2018,treediv,2
62,2012,treediv,1
62,2013,treediv,1
62,2014,treediv,1
62,2016,treediv,0
62,2017,treediv,0
62,2018,treediv,1
63,2012,treediv,0
63,2013,treediv,0
63,2014,treediv,2
63,2016,treediv,0
63,2017,treediv,1
63,2018,treediv,1
64,2012,treediv,0
64,2013,treediv,0
64,2014,treediv,3
64,2016,treediv,1
64,2017,treediv,2
64,2018,treediv,3
65,2012,treediv,2
65,2013,treediv,0
65,2014,treediv,2
65,2016,treediv,3
65,2017,treediv,3
65,2018,treediv,4
66,2012,treediv,1
66,2013,treediv,1
66,2014,treediv,2
66,2016,treediv,2
66,2017,treediv,2
66,2018,treediv,2
67,2012,treediv,0
67,2013,treediv,0
67,2014,treediv,1
67,2016,treediv,1
67,2017,treediv,1
67,2018,treediv,2
68,2012,treediv,1
68,2013,treediv,2
68,2014,treediv,3
68,2016,treediv,4
68,2017,treediv,1
68,2018,treediv,2
12a,2012,treediv,0
12a,2013,treediv,0
12a,2014,treediv,0
12a,2016,treediv,3
12a,2017,treediv,2
12a,2018,treediv,5
12b,2012,treediv,3
12b,2013,treediv,5
12b,2014,treediv,1
12b,2016,treediv,5
12b,2017,treediv,3
12b,2018,treediv,3
16a,2012,treediv,1
16a,2013,treediv,1
16a,2014,treediv,1
16a,2016,treediv,2
16a,2017,treediv,1
16a,2018,treediv,1
16b,2012,treediv,1
16b,2013,treediv,1
16b,2014,treediv,1
16b,2016,treediv,2
16b,2017,treediv,1
16b,2018,treediv,1
2a,2012,treediv,4
2a,2013,treediv,0
2a,2014,treediv,4
2a,2016,treediv,3
2a,2017,treediv,4
2a,2018,treediv,4
2b,2012,treediv,1
2b,2013,treediv,2
2b,2014,treediv,1
2b,2017,treediv,4
2b,2018,treediv,3
30a,2012,treediv,1
30a,2013,treediv,1
30a,2014,treediv,1
30a,2016,treediv,3
30a,2017,treediv,1
30a,2018,treediv,1
30b,2012,treediv,4
30b,2013,treediv,2
30b,2014,treediv,4
30b,2016,treediv,3
30b,2017,treediv,2
30b,2018,treediv,3
37a,2012,treediv,3
37a,2013,treediv,3
37a,2014,treediv,2
37a,2016,treediv,3
37a,2017,treediv,2
37a,2018,treediv,2
37b,2012,treediv,0
37b,2013,treediv,0
37b,2014,treediv,2
37b,2016,treediv,0
37b,2017,treediv,3
37b,2018,treediv,0
38a,2012,treediv,1
38a,2013,treediv,1
38a,2014,treediv,4
38a,2016,treediv,3
38a,2017,treediv,4
38a,2018,treediv,3
38b,2012,treediv,0
38b,2013,treediv,0
38b,2017,treediv,0
38b,2018,treediv,0
39a,2012,treediv,0
39a,2013,treediv,0
39a,2014,treediv,3
39a,2016,treediv,1
39a,2017,treediv,2
39a,2018,treediv,0
39b,2012,treediv,3
39b,2013,treediv,3
39b,2014,treediv,3
39b,2016,treediv,4
39b,2017,treediv,3
39b,2018,treediv,3
58a,2012,treediv,1
58a,2013,treediv,1
58a,2014,treediv,2
58a,2016,treediv,0
58a,2017,treediv,2
58a,2018,treediv,4
58b,2012,treediv,1
58b,2013,treediv,0
58b,2014,treediv,2
58b,2017,treediv,1
58b,2018,treediv,0
6a,2012,treediv,0
6a,2013,treediv,0
6a,2014,treediv,0
6a,2016,treediv,2
6a,2017,treediv,2
6a,2018,treediv,0
6b,2012,treediv,0
6b,2013,treediv,2
6b,2014,treediv,1
6b,2016,treediv,0
6b,2017,treediv,3
6b,2018,treediv,10
1,2012,sedgediv,0
1,2013,sedgediv,0
1,2014,sedgediv,0
1,2017,sedgediv,0
1,2018,sedgediv,3
3,2012,sedgediv,0
3,2013,sedgediv,0
3,2014,sedgediv,1
3,2016,sedgediv,0
3,2017,sedgediv,0
3,2018,sedgediv,1
4,2012,sedgediv,0
4,2013,sedgediv,0
4,2014,sedgediv,0
4,2016,sedgediv,0
4,2017,sedgediv,0
4,2018,sedgediv,0
5,2012,sedgediv,1
5,2013,sedgediv,0
5,2014,sedgediv,0
5,2016,sedgediv,1
5,2017,sedgediv,0
5,2018,sedgediv,2
7,2012,sedgediv,0
7,2013,sedgediv,0
7,2014,sedgediv,0
7,2016,sedgediv,0
7,2017,sedgediv,0
